id_redacao,total_sentencas,sentencas_introducao,sentencas_argumentacao,sentencas_conclusao,media_palavras_sentenca_com_sw,media_palavras_sentenca_sem_sw,total_paragrafos,paragrafos_introducao,paragrafos_argumentacao,paragrafos_conclusao,media_palavras_paragrafo_com_sw,media_palavras_paragrafo_sem_sw,projeto_texto,total_palavras_com_sw,palavras_unicas_com_sw,diversidade_lexical_com_sw,total_palavras_sem_sw,palavras_unicas_sem_sw,diversidade_lexical_sem_sw,n_verbos,n_substantivos,n_adjetivos,n_adverbios,n_preposicoes,n_auxiliares,n_conj_coordenadas,n_determinantes,n_pronomes,n_nomes_proprios,n_pontuacoes,n_conj_subordinadas,profundidade_media_sentencas,profundidade_minima_sentencas,profundidade_maxima_sentencas,diversidade_deps,n_oracoes_subordinadas,n_cc,n_conj,n_mark,n_discourse,n_entidades_total,diversidade_entidades,n_marcadores_exatos,n_marcadores_semanticos,similaridade_sentencas_argumentativas_media,similaridade_sentencas_argumentativas_min,similaridade_sentencas_argumentativas_max,similaridade_sentencas_argumentativas_std,similaridade_redacao_tema,nota_c3
4000,9,2,5,2,19.56,11.44,4,1,2,1,44.0,25.75,2,176,117,0.6648,103,86,0.835,22,48,18,8,32,4,4,23,6,3,26,6,5.89,4,8,24,13,4,7,6,0,2,2,8,0,0.7007,0.6177,0.7712,0.0802,0.9316,120
4001,15,3,8,4,23.0,13.93,4,1,2,1,86.25,52.25,3,345,192,0.5565,209,156,0.7464,46,100,25,11,72,6,4,49,14,18,56,7,6.0,4,8,28,29,6,7,9,0,12,4,13,0,0.7531,0.701,0.788,0.0315,0.947,160
4002,18,4,9,5,18.22,10.78,4,1,2,1,82.0,48.5,3,328,216,0.6585,194,171,0.8814,50,82,26,24,53,14,9,40,13,17,50,6,6.0,3,11,28,28,9,10,6,0,9,4,9,0,0.7061,0.6545,0.7605,0.0452,0.9459,160
4003,16,4,7,5,18.06,11.31,4,1,2,1,72.25,45.25,2,289,171,0.5917,181,137,0.7569,41,83,32,15,42,5,8,36,17,1,37,10,5.5,2,8,27,25,9,8,11,0,1,1,11,0,0.6806,0.6308,0.7395,0.0406,0.9357,120
4004,14,3,8,3,22.14,12.21,4,1,2,1,77.5,42.75,2,310,179,0.5774,171,135,0.7895,42,82,30,18,54,10,4,38,11,8,32,17,6.79,4,11,29,29,4,3,21,0,7,3,6,0,0.6473,0.5795,0.7227,0.0608,0.9233,120
4005,6,3,2,1,36.0,19.0,3,1,1,1,72.0,38.0,2,216,132,0.6111,114,95,0.8333,33,52,7,9,34,8,8,36,17,5,26,7,8.17,6,10,25,14,9,8,8,0,4,2,8,0,0.8125,0.8125,0.8125,0.0,0.9275,120
4006,9,4,3,2,36.89,20.11,4,1,2,1,83.0,45.25,3,332,192,0.5783,181,157,0.8674,48,102,18,14,67,9,13,31,18,1,36,10,8.22,4,12,26,31,13,15,12,0,1,1,9,0,0.7544,0.7538,0.7549,0.0008,0.9318,160
4007,14,3,8,3,23.29,13.0,4,1,2,1,81.5,45.5,3,326,178,0.546,182,142,0.7802,44,87,23,16,58,11,12,42,11,18,43,8,6.86,5,13,29,25,13,12,9,0,8,3,3,0,0.7321,0.6753,0.8177,0.0486,0.9456,160
4008,10,2,6,2,28.6,16.6,5,1,3,1,57.2,33.2,3,286,187,0.6538,166,149,0.8976,42,80,21,9,60,7,9,33,10,12,30,7,7.1,5,10,31,23,11,10,6,0,8,3,3,0,0.7809,0.6484,0.8558,0.0799,0.9243,160
4009,13,3,6,4,28.54,17.08,4,1,2,1,92.75,55.5,3,371,235,0.6334,222,196,0.8829,50,107,40,8,70,6,10,51,13,11,52,10,7.15,4,11,30,33,11,9,10,0,8,3,9,0,0.8205,0.7887,0.8479,0.0224,0.9599,160
4010,17,6,5,6,19.24,11.94,4,1,2,1,81.75,50.75,3,327,204,0.6239,203,172,0.8473,38,99,30,19,65,3,11,34,6,13,50,7,6.06,4,9,26,21,12,13,7,0,11,4,7,0,0.7764,0.7316,0.8232,0.0385,0.9484,160
4011,14,3,7,4,21.57,12.5,4,1,2,1,75.5,43.75,3,302,196,0.649,175,155,0.8857,45,83,21,11,49,13,8,36,20,10,32,11,6.79,4,12,30,28,9,9,14,0,5,3,7,0,0.7027,0.6415,0.7316,0.0342,0.9087,160
4012,19,3,10,6,19.68,11.11,4,1,2,1,93.5,52.75,3,374,212,0.5668,211,167,0.7915,55,97,40,22,65,11,13,46,16,4,49,15,5.84,2,9,28,37,12,14,15,0,5,3,12,0,0.6805,0.5637,0.7882,0.0829,0.9593,160
4013,12,2,5,5,24.75,14.75,4,1,2,1,74.25,44.25,3,297,183,0.6162,177,145,0.8192,48,79,26,12,43,11,16,40,16,6,47,4,6.5,4,9,28,21,18,21,9,0,6,3,6,0,0.7535,0.6762,0.7966,0.0531,0.9403,160
4014,12,3,5,4,21.83,13.42,4,1,2,1,65.5,40.25,3,262,173,0.6603,161,145,0.9006,36,74,29,14,39,5,14,29,6,7,34,11,6.64,5,11,29,20,14,16,8,0,5,3,10,0,0.737,0.7181,0.7726,0.0243,0.9178,160
4015,9,3,4,2,38.22,21.11,4,1,2,1,86.0,47.5,2,344,199,0.5785,190,154,0.8105,34,86,33,17,77,10,11,29,12,27,56,12,6.55,5,8,30,17,11,12,13,0,16,4,13,0,0.8622,0.8422,0.8975,0.0307,0.9584,120
4016,13,3,6,4,28.54,16.85,4,1,2,1,92.75,54.75,3,371,216,0.5822,219,177,0.8082,31,92,26,25,76,9,18,48,6,38,65,7,6.14,1,9,30,11,19,24,6,0,23,4,7,0,0.7542,0.7337,0.7705,0.0141,0.9553,160
4017,14,3,7,4,26.71,15.57,4,1,2,1,93.5,54.5,3,374,221,0.5909,218,180,0.8257,46,107,33,10,71,10,7,51,14,10,46,22,6.38,2,11,31,31,7,10,23,0,6,2,10,0,0.7583,0.7114,0.8058,0.0324,0.9516,160
4018,17,4,9,4,20.53,11.82,4,1,2,1,87.25,50.25,2,349,197,0.5645,201,160,0.796,33,105,29,10,77,12,7,41,18,17,48,7,5.59,3,8,26,11,9,5,5,0,13,4,8,0,0.7052,0.5814,0.7571,0.053,0.9061,120
4019,9,3,4,2,27.33,15.44,4,1,2,1,61.5,34.75,2,246,159,0.6463,139,125,0.8993,26,74,17,11,47,9,7,30,10,13,36,11,6.0,1,11,29,15,7,6,9,0,8,4,5,0,0.7543,0.6732,0.8097,0.0717,0.9367,120
4020,14,3,7,4,19.93,10.79,4,1,2,1,69.75,37.75,3,279,174,0.6237,151,130,0.8609,37,76,29,17,45,15,12,21,16,1,36,12,5.71,3,12,29,15,14,17,15,0,1,1,10,0,0.7355,0.6826,0.7715,0.0354,0.9418,160
4021,11,3,6,2,28.55,15.91,4,1,2,1,78.5,43.75,2,314,180,0.5732,175,136,0.7771,34,81,16,14,62,10,7,37,13,26,55,15,6.42,3,9,28,19,9,8,13,0,17,4,8,0,0.7752,0.7293,0.8076,0.0336,0.9527,120
4022,11,3,6,2,20.0,11.55,4,1,2,1,55.0,31.75,3,220,138,0.6273,127,108,0.8504,33,64,16,7,45,5,5,31,5,8,28,3,6.09,3,9,25,21,5,6,3,0,4,3,3,0,0.7456,0.6513,0.8736,0.0867,0.9516,160
4023,5,2,2,1,43.2,24.6,4,1,2,1,54.0,30.75,2,216,132,0.6111,123,99,0.8049,26,60,22,4,36,10,7,26,4,7,27,17,8.0,7,12,25,20,7,9,15,0,6,2,5,0,0.8644,0.8644,0.8644,0.0,0.9393,120
4024,12,2,8,2,27.67,16.25,4,1,2,1,83.0,48.75,2,332,198,0.5964,195,159,0.8154,42,74,19,19,59,11,8,42,15,25,49,15,7.38,5,10,30,24,9,7,15,0,18,4,15,0,0.7421,0.6838,0.8083,0.0368,0.9475,120
4025,13,3,6,4,24.54,14.54,4,1,2,1,79.75,47.25,3,319,201,0.6301,189,160,0.8466,39,96,24,15,66,8,4,38,9,14,40,15,7.38,5,10,27,25,7,6,15,0,7,4,12,0,0.7842,0.6855,0.822,0.0564,0.9347,160
4026,12,3,6,3,25.5,14.5,5,1,3,1,61.2,34.8,2,306,186,0.6078,174,147,0.8448,44,79,25,13,47,17,11,34,13,9,28,21,6.55,5,10,30,25,11,12,19,0,4,3,8,0,0.7011,0.6052,0.7791,0.0872,0.9343,120
4027,13,3,5,5,24.38,14.15,4,1,2,1,79.25,46.0,2,317,179,0.5647,184,144,0.7826,49,89,25,11,60,11,4,33,15,9,41,13,7.15,4,13,28,28,5,6,12,0,5,3,9,0,0.7403,0.714,0.7569,0.0196,0.9404,120
4028,11,2,5,4,20.82,11.36,4,1,2,1,57.25,31.25,2,229,147,0.6419,125,108,0.864,36,58,15,16,26,11,10,31,7,2,24,18,6.36,3,13,26,20,10,10,18,0,2,1,10,0,0.6616,0.5303,0.7522,0.1079,0.8835,120
4029,10,2,6,2,25.1,14.6,4,1,2,1,62.75,36.5,3,251,157,0.6255,146,126,0.863,26,66,22,13,60,6,8,23,6,16,22,3,8.1,5,15,28,16,7,6,3,0,10,3,5,0,0.7345,0.6377,0.8515,0.0821,0.9106,160
4030,12,3,6,3,27.33,15.33,4,1,2,1,82.0,46.0,3,328,197,0.6006,184,157,0.8533,35,96,34,14,66,8,15,39,9,8,39,11,6.67,4,11,26,26,15,18,12,0,5,2,8,0,0.7383,0.6826,0.797,0.0525,0.935,160
4031,12,3,6,3,30.67,17.0,4,1,2,1,92.0,51.0,3,368,193,0.5245,204,157,0.7696,40,112,37,16,66,4,18,54,10,1,30,10,7.75,6,10,26,21,20,19,12,0,2,2,9,0,0.8094,0.7242,0.8565,0.0509,0.9501,160
4032,14,3,7,4,27.57,15.71,4,1,2,1,96.5,55.0,3,386,226,0.5855,220,182,0.8273,60,102,31,16,69,8,8,41,19,17,47,23,6.5,1,10,29,37,10,9,25,0,10,4,12,0,0.78,0.7516,0.8231,0.0301,0.8997,160
4033,13,3,8,2,28.08,16.15,4,1,2,1,91.25,52.5,2,365,212,0.5808,210,169,0.8048,47,87,31,24,76,12,5,33,21,16,46,17,7.67,5,11,31,23,7,7,18,0,13,3,9,0,0.7371,0.6348,0.8272,0.0727,0.9538,120
4034,14,4,5,5,22.86,13.29,4,1,2,1,80.0,46.5,3,320,187,0.5844,186,145,0.7796,42,84,28,21,52,12,13,30,18,22,48,8,6.06,1,11,31,21,14,16,9,0,13,3,11,0,0.7663,0.7176,0.8263,0.0472,0.9555,160
4035,10,2,5,3,26.0,15.0,4,1,2,1,65.0,37.5,2,260,142,0.5462,150,113,0.7533,31,70,17,15,57,4,9,29,8,12,31,6,7.1,5,9,27,16,11,10,6,0,9,3,5,0,0.7897,0.7339,0.8489,0.0643,0.9517,120
4036,15,5,6,4,22.33,13.27,4,1,2,1,83.75,49.75,3,335,186,0.5552,199,150,0.7538,49,82,27,20,65,10,5,35,15,18,43,17,6.27,4,9,31,27,8,6,19,0,12,4,18,0,0.7394,0.6483,0.8102,0.0631,0.92,160
4037,15,3,9,3,27.8,15.73,5,1,3,1,83.4,47.2,2,417,234,0.5612,236,191,0.8093,57,119,35,12,87,9,9,59,22,4,43,9,8.6,6,12,28,36,11,10,12,0,2,2,11,0,0.767,0.7197,0.8246,0.0363,0.9451,120
4038,15,2,8,5,29.2,17.0,4,1,2,1,109.5,63.75,2,438,224,0.5114,255,185,0.7255,48,121,43,17,85,9,6,60,11,18,61,25,7.07,4,11,29,34,9,9,20,0,14,4,19,0,0.7607,0.6422,0.9015,0.1096,0.934,120
4039,13,3,7,3,18.85,10.77,4,1,2,1,61.25,35.0,2,245,137,0.5592,140,101,0.7214,24,72,19,15,56,9,10,21,8,10,37,2,5.6,1,8,27,8,12,13,1,0,9,4,9,0,0.6814,0.5726,0.7909,0.0802,0.9422,120
4040,14,4,7,3,29.57,16.5,4,1,2,1,103.5,57.75,3,414,245,0.5918,231,196,0.8485,69,98,32,18,59,19,14,45,41,5,48,21,7.6,5,13,30,44,17,16,23,0,1,1,10,0,0.7867,0.7072,0.8579,0.0595,0.9389,160
4041,13,3,7,3,22.31,13.31,4,1,2,1,72.5,43.25,3,290,195,0.6724,173,157,0.9075,35,84,37,8,55,8,5,30,16,8,41,9,6.46,4,10,29,20,6,8,11,0,7,3,6,0,0.7657,0.7294,0.8205,0.0329,0.9198,160
4042,12,3,6,3,25.08,13.92,4,1,2,1,75.25,41.75,3,301,193,0.6412,167,148,0.8862,34,82,31,6,52,9,9,44,16,11,34,9,7.5,4,14,29,18,10,9,9,0,6,3,4,0,0.7695,0.721,0.7964,0.031,0.9536,160
4043,12,3,6,3,34.08,19.67,4,1,2,1,102.25,59.0,3,409,224,0.5477,236,184,0.7797,41,113,27,17,90,9,10,58,10,32,52,9,7.83,5,14,31,24,12,13,8,0,17,4,11,0,0.7922,0.7545,0.8132,0.0237,0.9424,160
4044,11,3,5,3,36.27,21.55,4,1,2,1,99.75,59.25,3,399,243,0.609,237,200,0.8439,37,111,37,22,82,9,13,47,6,27,41,11,6.91,4,10,29,21,15,16,9,0,15,4,15,0,0.8011,0.7504,0.8376,0.0369,0.9254,160
4045,14,3,7,4,26.93,15.79,4,1,2,1,94.25,55.25,3,377,197,0.5225,221,161,0.7285,41,116,32,17,89,7,9,42,13,8,49,7,7.64,5,11,28,22,11,10,6,0,6,3,12,0,0.7821,0.7441,0.8224,0.0278,0.9185,160
4046,13,2,8,3,31.62,17.85,4,1,2,1,102.75,58.0,3,411,238,0.5791,232,196,0.8448,53,93,32,21,54,15,12,60,19,27,44,29,6.93,2,10,29,35,12,11,28,0,13,4,17,0,0.7518,0.6613,0.8103,0.0527,0.9435,160
4047,11,3,5,3,27.0,14.73,4,1,2,1,74.25,40.5,3,297,176,0.5926,162,134,0.8272,25,65,25,17,55,13,4,37,15,25,46,16,6.18,4,8,28,22,5,4,15,0,16,3,15,0,0.7892,0.7515,0.8203,0.03,0.9491,160
4048,17,4,10,3,24.18,15.18,4,1,2,1,102.75,64.5,2,411,253,0.6156,258,210,0.814,53,117,44,34,63,6,24,43,15,14,61,9,6.05,4,10,26,28,25,28,10,0,6,3,20,0,0.7001,0.5785,0.8013,0.065,0.9072,120
4049,13,2,8,3,20.46,12.0,4,1,2,1,66.5,39.0,3,266,174,0.6541,156,132,0.8462,30,71,30,12,49,6,7,36,4,18,51,10,5.71,4,9,29,16,7,6,10,0,12,4,8,0,0.7148,0.668,0.7556,0.036,0.9482,160
4050,10,10,0,0,34.1,20.2,1,1,0,0,341.0,202.0,2,341,197,0.5777,202,159,0.7871,42,99,19,17,59,11,10,47,10,24,47,7,6.8,2,11,30,18,11,17,5,0,19,4,7,0,0.0,0.0,0.0,0.0,0.8966,120
4051,10,4,4,2,24.7,13.3,4,1,2,1,61.75,33.25,2,247,158,0.6397,133,114,0.8571,36,54,17,13,34,15,8,27,17,9,29,18,6.25,1,12,28,23,9,9,21,0,4,4,6,0,0.7698,0.7316,0.8119,0.0402,0.9218,120
4052,12,4,5,3,21.58,12.0,4,1,2,1,64.75,36.0,2,259,143,0.5521,144,108,0.75,26,72,21,14,55,6,8,27,9,18,37,8,5.64,3,8,27,13,8,8,9,0,9,4,6,0,0.7117,0.6438,0.7979,0.0657,0.9226,120
4053,14,4,7,3,23.21,13.43,4,1,2,1,81.25,47.0,2,325,177,0.5446,188,146,0.7766,28,97,29,7,73,8,4,40,15,21,43,10,6.36,5,11,27,13,5,4,7,0,12,4,6,0,0.7261,0.6699,0.7815,0.0449,0.9098,120
4054,10,3,5,2,29.9,16.5,4,1,2,1,74.75,41.25,3,299,177,0.592,165,139,0.8424,30,86,29,20,59,7,14,40,13,4,31,4,6.2,4,9,24,13,15,12,6,0,5,1,14,0,0.784,0.7408,0.8569,0.0533,0.9259,160
4055,15,3,6,6,19.87,10.93,4,1,2,1,74.5,41.0,3,298,184,0.6174,164,144,0.878,41,84,17,10,55,12,12,47,8,3,25,11,6.06,3,10,26,24,10,10,9,0,2,2,6,0,0.6685,0.5949,0.7869,0.0851,0.9462,160
4056,11,4,6,1,26.18,14.91,4,1,2,1,72.0,41.0,3,288,157,0.5451,164,119,0.7256,33,73,28,12,58,10,9,31,10,18,40,10,6.18,4,8,30,19,8,7,9,0,11,4,6,0,0.7637,0.7418,0.7786,0.0138,0.9415,160
4057,8,3,2,3,41.62,23.5,4,1,2,1,83.25,47.0,2,333,199,0.5976,188,156,0.8298,49,84,27,13,61,12,6,37,15,17,31,16,8.12,3,13,32,27,7,9,13,0,10,4,13,0,0.8632,0.8632,0.8632,0.0,0.9183,120
4058,13,3,7,3,21.69,13.0,4,1,2,1,70.5,42.25,2,282,188,0.6667,169,153,0.9053,37,73,26,12,51,6,12,32,10,11,47,17,6.77,5,10,28,23,12,12,16,0,7,4,7,0,0.7883,0.7338,0.8451,0.0465,0.9212,120
4059,12,2,6,4,28.5,14.92,4,1,2,1,85.5,44.75,2,342,201,0.5877,179,152,0.8492,51,75,21,28,53,20,10,46,24,2,32,14,6.8,3,11,30,31,10,11,15,0,1,1,7,0,0.7258,0.6516,0.8069,0.0671,0.9498,120
4060,10,2,5,3,46.1,25.1,4,1,2,1,115.25,62.75,3,461,239,0.5184,251,191,0.761,60,110,40,22,85,15,16,47,19,30,57,21,8.33,4,11,33,35,17,21,21,0,14,4,12,0,0.8122,0.7619,0.8597,0.0474,0.9501,160
4061,9,2,5,2,24.44,16.11,4,1,2,1,55.0,36.25,2,220,161,0.7318,145,128,0.8828,29,60,19,21,40,8,8,20,6,11,53,3,6.33,5,9,28,9,9,11,2,1,6,4,7,0,0.7304,0.6784,0.7903,0.0484,0.8527,120
4062,14,5,5,4,23.43,13.36,4,1,2,1,82.0,46.75,3,328,175,0.5335,187,141,0.754,31,89,29,17,70,7,9,44,6,18,41,9,6.64,4,9,30,18,10,8,10,0,14,4,13,0,0.7368,0.6472,0.8047,0.0741,0.9355,160
4063,15,3,8,4,26.6,15.8,4,1,2,1,99.75,59.25,3,399,208,0.5213,237,170,0.7173,35,110,52,14,94,13,9,34,8,23,61,9,6.47,4,9,30,20,11,15,8,0,19,3,9,0,0.7653,0.7038,0.8399,0.0499,0.9521,160
4064,12,3,7,2,28.92,16.25,4,1,2,1,86.75,48.75,3,347,189,0.5447,195,153,0.7846,39,89,31,19,56,14,12,41,12,14,45,24,7.0,2,11,29,24,12,11,23,0,9,3,11,0,0.7595,0.7012,0.8621,0.0666,0.9395,160
4065,10,2,6,2,31.7,18.9,4,1,2,1,79.25,47.25,3,317,193,0.6088,189,155,0.8201,33,89,39,16,61,5,8,43,9,9,54,9,6.8,4,10,29,22,10,8,7,0,5,3,5,0,0.7328,0.6689,0.8072,0.0659,0.9217,160
4066,11,2,6,3,24.82,13.64,4,1,2,1,68.25,37.5,2,273,170,0.6227,150,129,0.86,31,71,19,12,60,8,8,34,12,12,28,8,6.55,3,11,28,18,9,7,8,0,9,3,4,0,0.623,0.517,0.7232,0.0736,0.9312,120
4067,9,2,3,4,34.33,19.67,4,1,2,1,77.25,44.25,3,309,196,0.6343,177,155,0.8757,24,84,37,10,62,9,13,31,8,17,32,10,7.62,4,11,28,19,14,17,10,0,11,4,7,0,0.8477,0.8323,0.8631,0.0218,0.9384,160
4068,13,3,6,4,24.85,13.46,4,1,2,1,80.75,43.75,3,323,173,0.5356,175,137,0.7829,36,82,26,14,68,12,6,44,9,20,40,9,6.85,4,11,26,19,7,7,9,0,17,3,10,0,0.8184,0.7866,0.8381,0.0234,0.9469,160
4069,14,3,7,4,26.21,15.14,4,1,2,1,91.75,53.0,3,367,208,0.5668,212,168,0.7925,38,116,20,19,75,12,8,49,7,13,59,12,6.57,4,11,29,24,12,8,12,0,12,4,15,0,0.7934,0.7496,0.8239,0.0337,0.9255,160
4070,18,2,10,6,14.78,7.94,4,1,2,1,66.0,35.25,3,264,173,0.6553,141,130,0.922,37,59,21,16,38,15,9,34,15,8,45,17,5.17,2,10,29,20,11,8,15,0,6,3,14,0,0.562,0.2966,0.7577,0.1665,0.9473,160
4071,7,2,3,2,39.0,21.86,4,1,2,1,68.25,38.25,2,273,162,0.5934,153,123,0.8039,44,65,21,11,42,8,9,34,12,12,36,20,6.6,3,10,29,28,9,12,18,0,7,4,14,0,0.761,0.7481,0.7739,0.0182,0.9236,120
4072,12,4,6,2,30.75,17.5,4,1,2,1,92.25,52.5,2,369,221,0.5989,210,179,0.8524,58,89,28,17,53,13,14,40,24,17,64,21,6.69,4,12,33,35,15,18,21,0,13,4,23,0,0.7989,0.7852,0.83,0.0185,0.9205,120
4073,24,7,7,10,13.5,7.04,3,1,1,1,108.0,56.33,3,324,174,0.537,169,131,0.7751,46,75,17,33,46,12,13,45,13,9,49,12,4.62,2,10,30,26,13,10,15,0,10,4,7,0,0.6093,0.5172,0.7679,0.1058,0.9238,160
4074,14,3,7,4,24.93,14.29,4,1,2,1,87.25,50.0,3,349,228,0.6533,200,181,0.905,51,89,35,17,67,8,8,45,13,17,36,12,6.69,1,15,30,33,10,8,13,0,10,4,8,0,0.6614,0.5298,0.8022,0.1076,0.9294,160
4075,7,2,4,1,28.86,16.43,4,1,2,1,50.5,28.75,2,202,138,0.6832,115,103,0.8957,32,43,18,18,21,10,9,32,6,1,25,12,6.14,3,8,27,20,9,8,12,0,2,2,5,0,0.7315,0.6769,0.791,0.0572,0.8791,120
4076,12,3,5,4,24.08,13.25,4,1,2,1,72.25,39.75,3,289,179,0.6194,159,139,0.8742,43,63,19,16,43,15,11,33,21,16,38,13,7.08,4,12,30,19,11,14,16,0,9,3,6,0,0.7734,0.7304,0.816,0.0357,0.909,160
4077,8,2,4,2,36.88,21.0,4,1,2,1,73.75,42.0,2,295,179,0.6068,168,139,0.8274,32,78,30,17,57,8,4,37,14,9,35,9,8.12,6,11,30,20,6,5,7,0,6,3,5,0,0.8503,0.8373,0.8697,0.0171,0.9408,120
4078,13,3,7,3,23.0,12.62,4,1,2,1,74.75,41.0,3,299,183,0.612,164,138,0.8415,34,83,23,18,59,16,8,28,14,10,40,13,6.0,3,9,30,23,10,11,14,0,9,2,17,0,0.7265,0.704,0.7554,0.0188,0.9288,160
4079,12,3,6,3,19.5,12.08,4,1,2,1,58.5,36.25,2,234,161,0.688,145,127,0.8759,30,69,24,7,41,4,7,32,4,6,41,10,5.5,3,8,22,12,8,13,9,0,3,2,10,0,0.7534,0.6905,0.8087,0.047,0.9382,120
4080,18,5,8,5,15.39,8.39,5,1,3,1,55.4,30.2,3,277,174,0.6282,151,130,0.8609,32,78,27,18,51,9,9,35,12,0,40,10,5.05,3,9,27,20,11,10,10,0,0,0,9,0,0.7299,0.6778,0.7919,0.0456,0.9543,160
4081,14,3,7,4,22.29,13.07,4,1,2,1,78.0,45.75,3,312,175,0.5609,183,136,0.7432,35,94,28,23,69,6,7,31,13,8,47,5,6.33,4,11,28,14,9,8,7,0,5,3,10,0,0.7205,0.6402,0.8119,0.0668,0.9322,160
4082,10,2,5,3,26.9,15.5,4,1,2,1,67.25,38.75,3,269,163,0.6059,155,129,0.8323,31,76,23,12,62,5,6,24,5,15,39,10,7.3,4,11,28,17,6,7,11,0,10,3,7,0,0.7295,0.6938,0.745,0.0241,0.9648,160
4083,15,3,8,4,22.8,13.13,4,1,2,1,85.5,49.25,3,342,200,0.5848,197,162,0.8223,44,79,38,16,53,9,11,41,15,29,50,16,6.93,4,14,29,27,12,14,15,0,17,4,10,0,0.7579,0.681,0.8121,0.0504,0.9426,160
4084,7,2,2,3,36.29,21.14,4,1,2,1,63.5,37.0,3,254,149,0.5866,148,117,0.7905,25,80,24,14,49,8,8,27,2,6,30,13,7.0,4,9,29,14,9,11,11,0,3,3,8,0,0.8956,0.8956,0.8956,0.0,0.9531,160
4085,13,4,5,4,30.77,18.15,4,1,2,1,100.0,59.0,3,400,248,0.62,236,201,0.8517,42,118,33,22,97,5,14,39,10,13,47,11,7.38,4,12,27,22,14,16,11,0,6,4,11,0,0.8051,0.7703,0.8576,0.0374,0.9297,160
4086,10,2,4,4,34.6,21.1,4,1,2,1,86.5,52.75,3,346,217,0.6272,211,181,0.8578,43,91,44,15,61,6,21,33,6,17,40,12,6.8,3,11,28,20,21,25,14,0,8,3,12,0,0.7728,0.7541,0.8072,0.0298,0.9254,160
4087,17,4,7,6,26.35,14.29,4,1,2,1,112.0,60.75,3,448,249,0.5558,243,197,0.8107,50,133,35,14,79,18,20,64,11,11,39,18,6.56,1,11,29,38,20,20,17,0,5,3,8,0,0.709,0.632,0.7845,0.0543,0.9357,160
4088,9,2,4,3,34.89,19.89,4,1,2,1,78.5,44.75,3,314,188,0.5987,179,150,0.838,44,76,22,19,57,9,11,32,16,22,39,9,7.89,5,11,31,19,10,12,8,0,11,3,12,0,0.7723,0.7495,0.8042,0.0284,0.96,160
4089,7,1,5,1,49.14,27.14,4,1,2,1,86.0,47.5,3,344,197,0.5727,190,155,0.8158,48,87,12,20,59,12,18,38,17,24,24,12,9.57,5,17,30,25,19,18,10,0,12,4,9,0,0.6994,0.6456,0.7527,0.0574,0.9341,160
4090,5,1,3,1,29.8,17.0,4,1,2,1,37.25,21.25,3,149,103,0.6913,85,77,0.9059,13,48,11,9,33,3,2,17,4,4,18,3,6.8,4,9,25,8,2,2,4,0,3,2,3,0,0.5759,0.5275,0.6243,0.0685,0.9244,160
4091,12,3,6,3,32.17,19.25,4,1,2,1,96.5,57.75,3,386,229,0.5933,231,185,0.8009,50,108,25,24,74,12,5,43,17,16,62,17,6.93,3,11,30,28,6,10,16,0,10,4,15,0,0.7474,0.717,0.8025,0.0346,0.9507,160
4092,16,4,9,3,16.38,9.88,4,1,2,1,65.5,39.5,3,262,170,0.6489,158,133,0.8418,40,68,28,19,44,11,9,27,6,4,44,9,6.12,4,9,28,23,9,10,8,0,4,4,14,0,0.7166,0.6598,0.7534,0.0357,0.9614,160
4093,14,3,6,5,27.14,15.93,4,1,2,1,95.0,55.75,3,380,205,0.5395,223,171,0.7668,55,111,27,21,64,10,14,47,13,4,59,20,7.21,3,11,26,36,18,17,19,0,1,1,14,0,0.8242,0.7445,0.8791,0.049,0.9517,160
4094,11,2,6,3,31.91,16.91,4,1,2,1,87.75,46.5,2,351,183,0.5214,186,139,0.7473,45,72,26,34,50,21,11,44,19,16,56,17,5.79,3,8,29,34,13,12,17,0,9,4,23,0,0.7449,0.5933,0.8234,0.0903,0.9371,120
4095,15,3,7,5,25.67,15.0,4,1,2,1,96.25,56.25,3,385,247,0.6416,225,201,0.8933,46,112,37,18,63,12,11,51,12,13,56,14,6.73,4,15,27,27,12,13,13,0,7,3,12,0,0.7171,0.5829,0.8511,0.104,0.9369,160
4096,14,3,8,3,23.43,14.14,4,1,2,1,82.0,49.5,3,328,204,0.622,198,167,0.8434,39,90,30,19,57,10,15,41,9,11,62,10,6.77,3,14,27,19,16,18,10,0,7,3,14,0,0.7109,0.6746,0.806,0.0446,0.8959,160
4097,12,2,6,4,24.92,14.17,4,1,2,1,74.75,42.5,2,299,169,0.5652,170,138,0.8118,28,80,27,7,65,5,9,38,9,27,48,10,6.5,5,12,30,17,11,8,11,0,14,4,6,0,0.7366,0.6745,0.7825,0.0413,0.9534,120
4098,14,2,7,5,29.79,16.29,4,1,2,1,104.25,57.0,3,417,238,0.5707,228,187,0.8202,53,103,42,16,95,9,18,38,16,23,46,9,7.36,4,16,31,30,18,16,9,0,10,4,10,0,0.7416,0.6504,0.7905,0.0509,0.9321,160
4099,12,2,6,4,32.25,18.17,4,1,2,1,96.75,54.5,3,387,235,0.6072,218,181,0.8303,43,96,40,31,72,15,19,34,15,8,41,13,8.08,5,12,29,25,20,19,10,0,7,1,15,0,0.825,0.7736,0.8678,0.0389,0.9196,160
